,temperature,light_intensity,light_dark_ratio,reactor_type,fermentation_mode,open_close_system,reactor_volume,reaction_volume,initial_OD,special_growth,no3_conc,phosphate_conc,co2_perc,air_bubbling,bubbling_speed (ml/min),hco3_conc,nacl_conc,medium_pH,substrate2,substrate2_conc(mg/L),substrate2_enthalpyFormation,genetic_wt,promoterInducer,inducerConc,genetic_mutation,genetic_heterologousInsertion,genetic_precursor,genetic_enzymaticSteps,productExporter,cofactorEnhance,pathwayOptimized,product,product permeability,numberC,numberH,numberN,numberO,product_enthalpyFormation,OD,growth_rate,product_titer,production_rate,paper,cultivation_time,species,ko genes,ox genes,genetic_knockoutSteps,genetic_heterologousSteps,OE_nativeSteps
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,175,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.65,0.03125,6050,91.66666667,20,96,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,175,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.5,0.03125,7100,91.66666667,20,120,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,150,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,0.8,0.033333333,300,116.6666667,20,24,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,150,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.5,0.033333333,2300,116.6666667,20,48,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,150,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.7,0.033333333,5100,116.6666667,20,72,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,150,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.85,0.033333333,7400,116.6666667,20,96,utex2973,NA,NA,na,0,0
,38,250,0,1-shakingflask,1-batch,1-open,50,10,0.05,2-osmoticPressure,247.1,5.43,0.5,0,0,0,150,8.2,na,0,0,0,IPTG,1,na,1-genomic,ipp_dmapp,1,2-cscB,na,0,sucrose,e,12,22,0,11,-2221.2,1.7,0.033333333,8100,116.6666667,20,120,utex2973,NA,NA,na,0,0
,38,300,0,2-cylindricalPBR,1-batch,1-open,100,50,0.025,na,247.1,5.43,0.5,0,0,50,150,8,na,0,0,0,na,0,na,1-genomic,ipp_dmapp,1,2-cscB,na,1,sucrose,,12,22,0,11,-2221.2,1.3,0.018055556,10377,144.125,55,72,utex2973,rrl,cscB,1,0,0
,38,300,0,2-cylindricalPBR,1-batch,1-open,100,50,0.025,na,247.1,5.43,0.5,0,0,50,150,8,na,0,0,0,na,0,na,1-genomic,ipp_dmapp,1,2-cscB,na,1,sucrose,,12,22,0,11,-2221.2,1.3,0.018055556,10377,144.125,55,72,utex2973,rrl,cscB,1,0,0
,38,100,0,1-shakingflask,1-batch,2-closed,160,120,0.75,na,247.1,5.43,0.04,0,0,50,0,7.5,na,0,0,0,IPTG,0,na,1-genomic,ipp_dmapp,2,na,na,0,isoprene,,5,8,0,0,75.7,1.3,0.214285714,0.003534,2.45E-05,49,144,utex2973,NA,"IspS,IDI",na,2,0
,38,100,0,1-shakingflask,1-batch,2-closed,160,120,0.75,na,247.1,5.43,0.04,0,0,50,0,7.5,na,0,0,0,IPTG,0,na,1-genomic,ipp_dmapp,2,na,na,1,isoprene,,5,8,0,0,75.7,1.3,0.214285714,0.0085,5.90E-05,49,144,utex2973,NA,"IspS,IDI",na,2,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.3536,0.008629449,na,na,1,48,utex2973,NA,NA,0,0,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.5,0.008629449,na,na,1,72,utex2973,NA,NA,0,0,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.7071,0.008629449,na,na,1,96,utex2973,NA,NA,0,0,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.8706,0.008629449,na,na,1,120,utex2973,NA,NA,0,0,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.2176,0.00785369,na,na,1,24,utex2973,NA,NA,0,0,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.4061,0.00785369,na,na,1,48,utex2973,NA,NA,0,0,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.5743,0.00785369,na,na,1,72,utex2973,NA,NA,0,0,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.7071,0.00785369,na,na,1,96,utex2973,NA,NA,0,0,0
WT,37,200,0,1-shakingflask,1-batch,1-open,250,50,0.044194174,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,1,na,na,na,na,na,na,na,0.8706,0.00785369,na,na,1,120,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.2,0.0625,na,na,2,24,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.5,0.0625,na,na,2,48,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,4,0.0625,na,na,2,72,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,5.5,0.0625,na,na,2,96,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,6.3,0.0625,na,na,2,120,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,7.2,0.0625,na,na,2,144,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,8,0.0625,na,na,2,168,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.5,0.083333333,na,na,2,24,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,3,0.083333333,na,na,2,48,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,5,0.083333333,na,na,2,72,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,6.5,0.083333333,na,na,2,96,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,7.7,0.083333333,na,na,2,120,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,8.8,0.083333333,na,na,2,144,utex2973,NA,NA,0,0,0
,30,60,0,5-microfluidicdroplet,1-batch,2-close,20,0.0005,0.1,na,247,5.43,0.04,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,9.3,0.083333333,na,na,2,168,utex2973,NA,NA,0,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.1,0.108,na,na,6,2.5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.18,0.108,na,na,6,5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.33,0.108,na,na,6,7.5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.53,0.108,na,na,6,10,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.8,0.108,na,na,6,12.5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.98,0.108,na,na,6,15,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.12,0.108,na,na,6,17.5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.2,0.108,na,na,6,20,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.1,0.04,na,na,6,2.5,utex2973,hltA,NA,1,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.13,0.04,na,na,6,5,utex2973,hltA,NA,1,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.15,0.04,na,na,6,7.5,utex2973,hltA,NA,1,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.17,0.04,na,na,6,10,utex2973,hltA,NA,1,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.17,0.04,na,na,6,12.5,utex2973,hltA,NA,1,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.18,0.04,na,na,6,15,utex2973,hltA,NA,1,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.18,0.04,na,na,6,17.5,utex2973,hltA,NA,1,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.18,0.04,na,na,6,20,utex2973,hltA,NA,1,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.1,0.08,na,na,6,2.5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.13,0.08,na,na,6,5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.22,0.08,na,na,6,7.5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.36,0.08,na,na,6,10,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.55,0.08,na,na,6,12.5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.75,0.08,na,na,6,15,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.9,0.08,na,na,6,17.5,utex2973,NA,NA,na,0,0
,42,1500,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,1.02,0.08,na,na,6,20,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.11,0.044,na,na,6,10,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.17,0.044,na,na,6,20,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.2,0.044,na,na,6,30,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.28,0.044,na,na,6,40,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.35,0.044,na,na,6,50,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.45,0.044,na,na,6,60,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.13,0.052,na,na,6,60,utex2973,hltA,NA,1,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.17,0.052,na,na,6,60,utex2973,hltA,NA,1,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.2,0.052,na,na,6,60,utex2973,hltA,NA,1,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.29,0.052,na,na,6,60,utex2973,hltA,NA,1,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.34,0.052,na,na,6,60,utex2973,hltA,NA,1,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.41,0.052,na,na,6,60,utex2973,hltA,NA,1,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.11,0.044,na,na,6,60,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.16,0.044,na,na,6,60,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.2,0.044,na,na,6,60,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.26,0.044,na,na,6,60,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.34,0.044,na,na,6,60,utex2973,NA,NA,na,0,0
,42,50,0,2-cylindricalPBR,1-batch,1-open,100,20,0.1,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,0,na,0,1,na,na,0,na,na,0,na,na,na,na,na,na,na,0.38,0.044,na,na,6,60,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.9,0.041666667,na,na,9,24,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.7,0.041666667,na,na,9,48,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.7,0.041666667,na,na,9,72,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.9,0.041666667,na,na,9,96,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.95,0.041666667,na,na,9,120,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.9,0.04375,na,na,9,24,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.7,0.04375,na,na,9,48,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.75,0.04375,na,na,9,72,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,3.1,0.04375,na,na,9,96,utex2973,NA,NA,na,0,0
wt,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,3.3,0.04375,na,na,9,120,utex2973,NA,NA,na,0,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,0.9,0.0375,na,na,9,24,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,1.7,0.0375,na,na,9,48,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,2.4,0.0375,na,na,9,72,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,2.6,0.0375,na,na,9,96,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,2.8,0.0375,na,na,9,120,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,1.05,0.0625,na,na,9,24,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,2.4,0.0625,na,na,9,48,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,3.5,0.0625,na,na,9,72,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5,0.0625,na,na,9,96,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.3,0.0625,na,na,9,120,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,0.8,0.033333333,na,na,9,24,utex2973,NA,xylEBA,na,1,0
